;fold;val_loss;val_acc;train_loss;train_acc
0;0;1.4055285826325417;0.4925595238095238;0.8585699037149815;0.7009248210023866
1;1;0.34279219670729205;0.8863636363636364;0.22210468454044552;0.9389238446517684
2;2;0.07729248015903958;0.9758403361344539;0.051436938923595764;0.987435069493191
3;3;0.1423895803686136;0.9642857142857141;0.03626828842123479;0.9922893335781164
4;4;0.020577336019939847;0.994810379241517;0.040024729413354575;0.9914183551847436
5;5;0.021203670566054905;0.9907457811649428;0.021537055840107986;0.9908982554989705
